1.000000000000000000e+00,1.745759378358148484e-01,2.170850546202623965e-01,1.028490318423148364e-01,1.659264660092966137e-01,4.659755714531500503e-01,1.011173033056708970e-01,2.592557386774551054e-01,1.747615051332060687e-01,2.034614836365020996e-01,8.469044373865061703e-02,1.722132648743153749e-01,1.352744219134741910e-01,2.506313362391864863e-01,8.782477862336901531e-02,2.199064068752230316e-01,2.301049620955649688e-01,1.806748385656178346e-01,1.594178965778569601e-01,6.910294645160085236e-02,9.059148377416054165e-02,6.780632861507075726e-02,2.177458045190277247e-01,2.027224872869566041e-01,2.483029407415416057e-01,6.304167042955026445e-02,5.675426076854123841e-02,1.872751803350805322e-01,3.187266824404899057e-01,1.355312392751811812e-01,2.050295254659693645e-01,1.986914626267861639e-01,2.258098160110958985e-01,3.989512456200356438e-01,2.210886441597869068e-01,2.049169625038423648e-01,8.711539179384827913e-02,1.028077018134262999e-01,1.905786127816348208e-01,1.446418415277312963e-01
1.745759378358148484e-01,1.000000000000000000e+00,2.115055511659383047e-01,1.738002070850734881e-01,1.337798339197152353e-01,4.147803079214935074e-01,1.713764240287140306e-01,3.120551756896374762e-01,4.217608982324194677e-01,3.679965982386795842e-01,1.606744310253979124e-01,5.206407101239324264e-01,2.159460830375134754e-01,3.921267258084825680e-01,1.374207212679763312e-01,1.954803780654110756e-01,3.432630399181987313e-01,3.370843051502181997e-01,3.692017297274818866e-01,2.319582361679080051e-01,1.103206338549071880e-01,1.503925112872082082e-01,1.576682660808169101e-01,5.261519706745934055e-01,6.531010528284434402e-01,1.582369050399163035e-01,3.195708784887548171e-01,2.378326973198760519e-01,4.886549518051006014e-01,2.096693664923832690e-01,4.391286306871083900e-01,2.730730075629688725e-01,1.538213663341476689e-01,3.235056943763012782e-01,4.214009953366562033e-01,7.078506500559956782e-01,1.185353143676015492e-01,5.789424157570614016e-01,5.235049821334208930e-01,2.917649307003321590e-01
2.170850546202623965e-01,2.115055511659383047e-01,9.999999999999992228e-01,1.191657713712223343e-01,8.066887775662472393e-01,1.670322355433083439e-01,5.780632356702633534e-02,2.100292560077565429e-01,2.010791285788630089e-01,2.481823821571464417e-01,7.130230412435308029e-02,2.107461639613729398e-01,3.070588504117239270e-01,2.424464130568953213e-01,1.636635987755740984e-01,4.749599860186053402e-01,5.063013640968357931e-01,1.994347094371478613e-01,2.612615436721285045e-01,8.787027285123023834e-02,5.442065267530588057e-02,1.380567262022186492e-01,1.145416294248849526e-01,4.299495602216938384e-01,2.700076450880566359e-01,8.317949388749833195e-02,9.415455283380481932e-02,3.342180119010410011e-01,4.445635915834497132e-01,2.014146175700302355e-01,3.267200917021418349e-01,2.000661886994421212e-01,1.376594996627591438e-01,1.577922249300300617e-01,4.603809526595999957e-01,2.682293906035841946e-01,2.036582095811656501e-01,9.055112494853742588e-02,2.088210615719387209e-01,1.940806687898831984e-01
1.028490318423148364e-01,1.738002070850734881e-01,1.191657713712223343e-01,1.000000000000000000e+00,7.619151932940637639e-02,2.325372849241734430e-01,9.001335091737390492e-02,2.466025427462208153e-01,2.671275017483105696e-01,2.591758602156795099e-01,9.764749308950779194e-02,2.690184676305129030e-01,1.382733501811886090e-01,5.959579208047172116e-01,9.343730741408015628e-02,1.290084263480484883e-01,2.141086844036420300e-01,7.025389547915634747e-01,2.837518630924445451e-01,1.441056808427390035e-01,9.245219725249317899e-02,8.754299082485021699e-02,1.100268176684149335e-01,2.229809395622015245e-01,2.418041179608547420e-01,1.025919727264489323e-01,1.539152449833716962e-01,1.893755244631911139e-01,2.674512790880225199e-01,1.708240409939962567e-01,2.368108120528621130e-01,2.030075958689049609e-01,1.316868341094993844e-01,1.928858525827547854e-01,1.715647432790636251e-01,2.413808473497006946e-01,7.552926426343423150e-02,1.543938533886458908e-01,3.021503048754344833e-01,2.288681812109409908e-01
1.659264660092966137e-01,1.337798339197152353e-01,8.066887775662472393e-01,7.619151932940637639e-02,1.000000000000000666e+00,1.524643616320237316e-01,7.569156013327495158e-02,1.156437020217323947e-01,1.696866049734642723e-01,3.029894033953949295e-01,3.284325992723825804e-02,1.697768787331415674e-01,2.358899067348512457e-01,3.329198540766701853e-01,1.867704459877265466e-01,5.352506955057210192e-01,2.416093096554731978e-01,1.614683515985569084e-01,2.244079660307057578e-01,5.589521114160894005e-02,2.431464563560526912e-02,5.130192845906148685e-02,6.786609868869585005e-02,3.268754753834325344e-01,1.521507278780401817e-01,5.669387387165817499e-02,1.112056100298541156e-01,2.110969899477518619e-01,3.606630468411762269e-01,1.242633925668694961e-01,3.358622885680244141e-01,1.233521542953495004e-01,1.241101100324043804e-01,9.140710210466389263e-02,3.103711240509376412e-01,1.561288642583386066e-01,1.725805236621578975e-01,7.306887792330643561e-02,1.112321126981541120e-01,1.562603542831930981e-01
4.659755714531500503e-01,4.147803079214935074e-01,1.670322355433083439e-01,2.325372849241734430e-01,1.524643616320237316e-01,1.000000000000000000e+00,3.317226979814274501e-01,5.067947679635393943e-01,5.711224706952241492e-01,5.252846863594069493e-01,1.551956477532778766e-01,7.116295322393464406e-01,2.573582449972513508e-01,5.654369974196227222e-01,2.324549641641847908e-01,2.283859145111445110e-01,4.066201191417099792e-01,5.613984783979812931e-01,6.862623089179297198e-01,3.371885093721478377e-01,1.808042781517067710e-01,1.578370856287896751e-01,3.318461375994034568e-01,4.421904444496276843e-01,4.843379037009357679e-01,2.349854707010579080e-01,6.892717952007166859e-01,1.415457291425156194e-01,6.201707259412533313e-01,2.462377153612428093e-01,5.112178120427185446e-01,5.067089858866379304e-01,1.902814011753647117e-01,5.908420071884824543e-01,3.066017736547033690e-01,5.061438758792440318e-01,1.403181694896172282e-01,3.766044704435909107e-01,5.589646038113652571e-01,3.916695100916975369e-01
1.011173033056708970e-01,1.713764240287140306e-01,5.780632356702633534e-02,9.001335091737390492e-02,7.569156013327495158e-02,3.317226979814274501e-01,9.999999999999995559e-01,1.997977872005023137e-01,1.633451861445083808e-01,2.648016418404490757e-01,4.729399962792720652e-02,3.155283016608527169e-01,9.147760925614949190e-02,2.571317974415846530e-01,1.414552352550568770e-01,7.333392928345747186e-02,1.276796434161538152e-01,2.675151033934567435e-01,2.177057470871469058e-01,1.374257453185374345e-01,5.500316043863474197e-02,4.835541928322650146e-02,1.597900502068618223e-01,1.871560116589958134e-01,1.290229537243763880e-01,8.777324628301320930e-02,2.269802874862501818e-01,4.603980517890655239e-02,2.615291639320839745e-01,1.413520980629624779e-01,1.852730101819170250e-01,2.147788814620882614e-01,7.573613707754195401e-02,1.531440657448067677e-01,9.799671732847489714e-02,1.661840246909100927e-01,4.256330829740088278e-02,1.794770355932871486e-01,1.600133279178364565e-01,1.388918590464118530e-01
2.592557386774551054e-01,3.120551756896374762e-01,2.100292560077565429e-01,2.466025427462208153e-01,1.156437020217323947e-01,5.067947679635393943e-01,1.997977872005023137e-01,1.000000000000000000e+00,3.347742132063761811e-01,3.031843519177491730e-01,1.469857000711195516e-01,4.348391460178223089e-01,1.764907300521399991e-01,4.357483113799384689e-01,2.072379465796694575e-01,1.994686587281364332e-01,4.426192580378775498e-01,5.222059991763998710e-01,3.676796996657158423e-01,2.261852139604711154e-01,2.220770431370060749e-01,1.817607999280326792e-01,2.248194513028254349e-01,3.838960985013185057e-01,5.132868290466645611e-01,1.843891573023694885e-01,2.356262417508535600e-01,2.011304565661667099e-01,4.237228269978519646e-01,3.227558769819412476e-01,4.107448146228394048e-01,4.815450271343291733e-01,2.275520918482591137e-01,5.444702661866938076e-01,3.048012752781722456e-01,4.982759935424995734e-01,1.746289465844874100e-01,3.485625519096215985e-01,5.417729230807066809e-01,4.358723238498670716e-01
1.747615051332060687e-01,4.217608982324194677e-01,2.010791285788630089e-01,2.671275017483105696e-01,1.696866049734642723e-01,5.711224706952241492e-01,1.633451861445083808e-01,3.347742132063761811e-01,1.000000000000000000e+00,5.255414242502574051e-01,1.287684630745151437e-01,6.224208314506020079e-01,2.550598486014390986e-01,3.495696416858111166e-01,1.990249791014021830e-01,3.525718412621223763e-01,4.714591200046248654e-01,3.961722715006121831e-01,6.447677869223654712e-01,3.594194933478735976e-01,1.369817292204975889e-01,1.277069057313736655e-01,1.990183280483875661e-01,4.362318194899280632e-01,4.091475846800017302e-01,2.101101448955911000e-01,5.017069568911830535e-01,1.381997867762129739e-01,5.965263732772851935e-01,4.053888013425636094e-01,4.907989840787451152e-01,2.901866442584994377e-01,1.907770587811903062e-01,4.437789073809315088e-01,3.388561200233737303e-01,4.392191123463413671e-01,1.389022047073857069e-01,1.941622817610069440e-01,5.430422293165227954e-01,3.919455275832295915e-01
2.034614836365020996e-01,3.679965982386795842e-01,2.481823821571464417e-01,2.591758602156795099e-01,3.029894033953949295e-01,5.252846863594069493e-01,2.648016418404490757e-01,3.031843519177491730e-01,5.255414242502574051e-01,1.000000000000000000e+00,1.063037542788838191e-01,5.324777600500461006e-01,3.109499182992112032e-01,5.021936940726311471e-01,3.272430698468324906e-01,5.156002692380146080e-01,3.894006841934081753e-01,5.155380872196778652e-01,5.605757796257145875e-01,2.149849382962545907e-01,7.275106116965186775e-02,8.270160016327537944e-02,3.362096512599430653e-01,4.225699425688655975e-01,2.386458860981267582e-01,1.503487764275304173e-01,3.943669820029975237e-01,1.748719638511094521e-01,6.063167134070481801e-01,2.250014440419684236e-01,4.311071856444372297e-01,3.339942904478855334e-01,1.968537442663272352e-01,2.564241169202814419e-01,3.765675300462771324e-01,3.567812027005071718e-01,1.424694059770879595e-01,2.664219750407063048e-01,3.111633773309707696e-01,3.169753852205928202e-01
