9.999999999999994449e-01,9.744289571465092337e-01,9.716383419721262849e-01,9.546770887495993341e-01,9.577367510797503147e-01,9.668517392985312986e-01,9.494174612513409661e-01,9.707506050330247938e-01,9.748655562615254899e-01,9.718670142177108229e-01,9.596029968429320434e-01,9.093555096276164651e-01,9.666754106936081836e-01,9.639982512852949270e-01,9.723813234454606880e-01,9.520179870638501018e-01,9.724973952510697073e-01,9.669762596389046561e-01,9.688120680803836704e-01,9.633842626565999323e-01,9.499573357751954772e-01,9.751479106094811389e-01,9.665006407373676334e-01,9.459410536054373431e-01,9.632353536629357782e-01,9.675985683841618057e-01,9.603557849810031577e-01,9.508003853063817790e-01,9.789588272422851123e-01,9.545648913778065348e-01,9.668425226500600989e-01,9.620801630199762311e-01,9.627270427844784040e-01,9.691957070808525643e-01,9.679208234709415493e-01,9.590992725403173491e-01,9.774981654244879747e-01,9.603847619931445978e-01,9.807272498608819999e-01,9.551675777467097950e-01,9.521223523034615388e-01,9.573143249540103650e-01,9.652572748503440714e-01
9.744289571465092337e-01,1.000000000000001776e+00,9.757001914079115323e-01,9.438714987311647153e-01,9.681096754630351686e-01,9.722363393273996124e-01,9.513789391378926208e-01,9.774249040035772884e-01,9.743265710285053949e-01,9.814230541383353046e-01,9.791464621616303710e-01,9.118258781468833174e-01,9.536985804077851014e-01,9.674132574516353111e-01,9.589297094711933811e-01,9.678438251512355706e-01,9.782575731043131606e-01,9.715463206313234013e-01,9.802056139024590831e-01,9.725839005828462724e-01,9.698749919193994096e-01,9.800902939420204074e-01,9.858156842257068675e-01,9.516437348406145968e-01,9.595390245382959815e-01,9.647998186167868750e-01,9.487082053888665767e-01,9.578596162235064604e-01,9.616179624108284196e-01,9.534499974159679203e-01,9.854128393946092190e-01,9.556544146060167444e-01,9.780055426033856802e-01,9.715334844945970882e-01,9.672934705178400927e-01,9.686880041861266610e-01,9.840446034351442162e-01,9.812220607329595889e-01,9.612848482482961865e-01,9.673984176374046395e-01,9.448358325510661793e-01,9.521891466642073976e-01,9.668450529900769475e-01
9.716383419721262849e-01,9.757001914079115323e-01,9.999999999999997780e-01,9.386421185359213881e-01,9.595154801522748356e-01,9.562509322281937951e-01,9.399943983297558425e-01,9.766247883646647088e-01,9.794483559676643303e-01,9.642139719389288821e-01,9.691330031930246447e-01,9.099629785347078670e-01,9.411404245210334141e-01,9.712138570639301527e-01,9.735346612730881866e-01,9.438651759329257374e-01,9.725395041186223333e-01,9.750598951622700961e-01,9.683358999314063409e-01,9.592943193184799711e-01,9.349891802795829987e-01,9.801997205303889515e-01,9.652383382053304484e-01,9.561684830655735601e-01,9.588188341895930167e-01,9.605317864937563677e-01,9.596907005096535492e-01,9.538267420848038913e-01,9.593539790318297289e-01,9.551005026452910052e-01,9.583498770694821589e-01,9.669125361305747068e-01,9.640172329302890697e-01,9.773094093724559173e-01,9.694748128872119342e-01,9.540632605004610856e-01,9.716615666785051175e-01,9.569697539079400350e-01,9.725858991466096448e-01,9.613129723961285622e-01,9.645384530814642421e-01,9.509359784132186411e-01,9.512836254462371244e-01
9.546770887495993341e-01,9.438714987311647153e-01,9.386421185359213881e-01,9.999999999999986677e-01,9.516909350224213027e-01,9.588266629922861384e-01,9.544486418223472324e-01,9.466648106018602515e-01,9.508637841239532262e-01,9.530596222553251451e-01,9.385391315451994121e-01,8.980527785162469856e-01,9.771666244758473452e-01,9.456998385687327424e-01,9.420444056581024350e-01,9.473148687364503218e-01,9.435370649313388203e-01,9.313652077841940713e-01,9.504496279515561863e-01,9.689450029961186317e-01,9.393171422577005769e-01,9.433418689055835804e-01,9.476219891756454405e-01,9.244401790218154114e-01,9.744420435665810398e-01,9.318707830665853287e-01,9.737792220562024870e-01,9.190047424342676630e-01,9.733792687281876965e-01,9.663559926393610056e-01,9.480610620314328107e-01,9.509658789255736044e-01,9.340203515757145025e-01,9.402502430143307999e-01,9.438241830835042423e-01,9.453171952351479002e-01,9.498114064719134220e-01,9.441664782844414461e-01,9.381295452261557699e-01,9.318916825780368951e-01,9.270166507997782412e-01,9.660136268338017640e-01,9.592583598681652113e-01
9.577367510797503147e-01,9.681096754630351686e-01,9.595154801522748356e-01,9.516909350224213027e-01,9.999999999999994449e-01,9.757514289561806109e-01,9.778982962539433110e-01,9.751218402541222963e-01,9.671697403510357560e-01,9.822814469041264429e-01,9.724791451520448105e-01,9.197573811484555106e-01,9.550059894938235372e-01,9.592541722311114238e-01,9.470432188647938121e-01,9.747116699258376871e-01,9.648113743501205430e-01,9.688801710659942223e-01,9.591800546899609259e-01,9.826232835069480531e-01,9.752577257940943101e-01,9.675246345273897930e-01,9.812581750810248638e-01,9.474103128618029945e-01,9.610409940043007637e-01,9.383894171107814985e-01,9.493689020660458500e-01,9.423687597896461821e-01,9.674505402106146068e-01,9.749100505585757137e-01,9.687771439334325052e-01,9.724202689881751294e-01,9.738911340704777819e-01,9.652235676829843403e-01,9.624968663252979617e-01,9.797989792086387872e-01,9.730387774573352466e-01,9.670057137717457119e-01,9.427728305419809107e-01,9.772103002734706667e-01,9.395042686395540521e-01,9.560596244318321224e-01,9.615547194701986600e-01
9.668517392985312986e-01,9.722363393273996124e-01,9.562509322281937951e-01,9.588266629922861384e-01,9.757514289561806109e-01,9.999999999999977796e-01,9.658267922663774652e-01,9.735381230091908478e-01,9.686668590466529505e-01,9.822497173391806502e-01,9.669159386298755710e-01,9.463170776310713128e-01,9.662072894295237191e-01,9.690318032531249903e-01,9.531475384188045075e-01,9.699594601848635644e-01,9.653007693034689751e-01,9.685359166061457969e-01,9.701408423230493128e-01,9.807625308643725948e-01,9.728728530565506905e-01,9.668575097057487966e-01,9.796784224743579905e-01,9.424249848950093655e-01,9.612302415844630188e-01,9.526623038663795118e-01,9.505879855851887550e-01,9.686524865102067450e-01,9.781170835302789301e-01,9.639555920585021198e-01,9.755887561584267731e-01,9.656356387430581334e-01,9.685079686530699838e-01,9.550748072357533314e-01,9.651620602842805319e-01,9.784070435836659252e-01,9.764397686851088443e-01,9.704320422344854258e-01,9.508799945691209787e-01,9.633829152950549313e-01,9.395950338270118163e-01,9.752751477332092245e-01,9.842521620250836989e-01
9.494174612513409661e-01,9.513789391378926208e-01,9.399943983297558425e-01,9.544486418223472324e-01,9.778982962539433110e-01,9.658267922663774652e-01,9.999999999999993339e-01,9.677496017033944131e-01,9.484935124577659193e-01,9.698901982332656102e-01,9.555068793074970035e-01,9.114927059509293494e-01,9.514901425388458955e-01,9.420328909217973168e-01,9.330088710784262274e-01,9.706855792943396288e-01,9.403681944173536422e-01,9.543827310832861954e-01,9.440594149866431417e-01,9.844764371727836583e-01,9.741043052367192034e-01,9.550195934652410124e-01,9.653553775072214460e-01,9.284234314678241340e-01,9.610000158974059126e-01,9.165604897015411368e-01,9.372055492934484588e-01,9.261516845758953620e-01,9.605273726688837721e-01,9.687651300694153367e-01,9.586758134146629029e-01,9.539505421149702125e-01,9.611934493615140740e-01,9.441335676641663399e-01,9.342112689737609443e-01,9.771690635008009052e-01,9.637333003108533580e-01,9.678742137146881808e-01,9.200020082882631733e-01,9.579295764761655008e-01,9.046063318573194234e-01,9.556876199194054289e-01,9.589152755569462228e-01
9.707506050330247938e-01,9.774249040035772884e-01,9.766247883646647088e-01,9.466648106018602515e-01,9.751218402541222963e-01,9.735381230091908478e-01,9.677496017033944131e-01,9.999999999999987788e-01,9.750342216050836841e-01,9.768738153179273853e-01,9.694809668242971856e-01,9.168695647830433781e-01,9.507418459040792857e-01,9.653659719116493010e-01,9.638796120139665469e-01,9.620644042872561474e-01,9.670095545638025536e-01,9.770598069790619178e-01,9.653971888646682986e-01,9.767593932708686921e-01,9.649474357227835197e-01,9.807108778724652476e-01,9.758920662821060077e-01,9.519535815876694063e-01,9.617041092793372492e-01,9.564245203524687211e-01,9.481136070382019110e-01,9.549224246726154552e-01,9.654526240036891416e-01,9.658717408829671225e-01,9.724409208816103822e-01,9.642109993613968699e-01,9.789997567573959225e-01,9.655317449266317409e-01,9.587484101835977990e-01,9.753803211414698859e-01,9.807855637007238947e-01,9.728149999547776039e-01,9.558047632863171383e-01,9.699700670144898451e-01,9.511955761181755120e-01,9.604627733305249881e-01,9.631926322905890459e-01
9.748655562615254899e-01,9.743265710285053949e-01,9.794483559676643303e-01,9.508637841239532262e-01,9.671697403510357560e-01,9.686668590466529505e-01,9.484935124577659193e-01,9.750342216050836841e-01,9.999999999999988898e-01,9.774573168109814691e-01,9.600912207965278666e-01,9.104857371884885753e-01,9.565749870458951643e-01,9.661949709455434077e-01,9.692185959902434034e-01,9.551049100113843116e-01,9.734444882830586288e-01,9.699770715099087504e-01,9.645958220230327340e-01,9.623834181655452902e-01,9.500624594770771258e-01,9.747450373815149671e-01,9.692828408336516821e-01,9.443434437193924946e-01,9.620820276964272555e-01,9.622990319063906561e-01,9.613321571341081340e-01,9.470361586107525209e-01,9.743295027568562583e-01,9.616096437895989002e-01,9.675485476790937067e-01,9.747130743319903923e-01,9.655529607604221853e-01,9.685649845411044012e-01,9.742816549568895645e-01,9.595174498883130010e-01,9.760161082502640806e-01,9.596876716287338072e-01,9.737246945803033071e-01,9.707527452402591184e-01,9.595747117686309613e-01,9.498689308535406273e-01,9.603512901109056976e-01
9.718670142177108229e-01,9.814230541383353046e-01,9.642139719389288821e-01,9.530596222553251451e-01,9.822814469041264429e-01,9.822497173391806502e-01,9.698901982332656102e-01,9.768738153179273853e-01,9.774573168109814691e-01,9.999999999999993339e-01,9.745245609959203303e-01,9.205608411957996173e-01,9.679742710915557602e-01,9.617026848896668145e-01,9.559320173902396967e-01,9.846623974297102899e-01,9.775519496524680552e-01,9.765185175172463872e-01,9.726679303935914511e-01,9.837741033392942702e-01,9.841052372170706608e-01,9.762855659160464272e-01,9.878393025033026520e-01,9.447458059065292346e-01,9.673815670700791625e-01,9.612615073256735032e-01,9.514455665320235012e-01,9.496711418766222712e-01,9.772263426224686578e-01,9.617593521567830983e-01,9.873011000200501153e-01,9.760156353683122621e-01,9.823981115643551920e-01,9.640893956822846889e-01,9.683922829555003942e-01,9.778602670142143571e-01,9.846865237860614739e-01,9.773644625665887098e-01,9.604444051228442358e-01,9.782759481648319877e-01,9.372091337318043669e-01,9.523712476034907892e-01,9.725336888016256065e-01
